timestamp,value,error,is_anomaly,is_train
2/14/2014 14:27,51.846,0,0,1
2/14/2014 14:32,44.508,0.163873002,0,1
2/14/2014 14:37,41.244,0.096090734,0,1
2/14/2014 14:42,48.568,0.047141537,0,1
2/14/2014 14:47,46.714,0.086391926,0,1
2/14/2014 14:52,44.986,0.080897793,0,1
2/14/2014 14:57,49.108,0.04485403,0,1
2/14/2014 15:02,40.47,0.174985871,0,1
2/14/2014 15:07,53.404,0.120888375,0,1
2/14/2014 15:12,45.4,0.175677374,0,1
2/14/2014 15:17,43.216,0.084028378,0,1
2/14/2014 15:22,49.72,0.033820644,0,1
2/14/2014 15:27,46.37,0.108063027,0,1
2/14/2014 15:32,43.756,0.091596916,0,1
2/14/2014 15:37,47.582,0.012085527,0,1
2/14/2014 15:42,40.738,0.148672581,0,1
2/14/2014 15:47,51.216,0.08876472,0,1
2/14/2014 15:52,46.314,0.131167769,0,1
2/14/2014 15:57,45,0.074727699,0,1
2/14/2014 16:02,50.224,0.059358716,0,1
2/14/2014 16:07,48.096,0.093372226,0,1
2/14/2014 16:12,43.544,0.120175943,0,1
2/14/2014 16:17,48.85,0.026135549,0,1
2/14/2014 16:22,40.942,0.165030107,0,1
2/14/2014 16:27,52.586,0.103312053,0,1
2/14/2014 16:32,45.802,0.158260092,0,1
2/14/2014 16:37,43.122,0.091261849,0,1
2/14/2014 16:42,50.774,0.047378987,0,1
2/14/2014 16:47,46.262,0.125225157,0,1
2/14/2014 16:52,43.052,0.099054351,0,1
2/14/2014 16:57,50.718,0.047707215,0,1
2/14/2014 17:02,45.798,0.130366623,0,1
2/14/2014 17:07,46.55,0.04703711,0,1
2/14/2014 17:12,48.122,0.04885307,0,1
2/14/2014 17:17,40.23,0.163317263,0,1
2/14/2014 17:22,52.606,0.114233129,0,1
2/14/2014 17:27,44.652,0.173386097,0,1
2/14/2014 17:32,42.84,0.077669263,0,1
2/14/2014 17:37,49.272,0.032288373,0,1
2/14/2014 17:42,47.09,0.092084482,0,1
2/14/2014 17:47,45.452,0.080523863,0,1
2/14/2014 17:52,46.996,0.036113888,0,1
2/14/2014 17:57,43.194,0.108216733,0,1
2/14/2014 18:02,52.94,0.074976996,0,1
2/14/2014 18:07,47.212,0.145382568,0,1
2/14/2014 18:12,43.144,0.112096101,0,1
2/14/2014 18:17,50.658,0.045558214,0,1
2/14/2014 18:22,46.292,0.123103082,0,1
2/14/2014 18:27,45.164,0.072285429,0,1
2/14/2014 18:32,47.888,0.03105545,0,1
2/14/2014 18:37,41.852,0.138882071,0,1
2/14/2014 18:42,53.17,0.097187042,0,1
2/14/2014 18:47,44.632,0.182080686,0,1
2/14/2014 18:52,43.282,0.071672454,0,1
2/14/2014 18:57,53.192,0.079155818,0,1
2/14/2014 19:02,45.516,0.171011016,0,1
2/14/2014 19:07,47.23,0.034059778,0,1
2/14/2014 19:12,46.408,0.070305586,0,1
2/14/2014 19:17,40.118,0.139087304,0,1
2/14/2014 19:22,52.536,0.115011565,0,1
2/14/2014 19:27,45.564,0.160580263,0,1
2/14/2014 19:32,43.908,0.077566057,0,1
2/14/2014 19:37,48.058,0.019834176,0,1
2/14/2014 19:42,45.4,0.095685676,0,1
2/14/2014 19:47,45.564,0.053774819,0,1
2/14/2014 19:52,53.23,0.10402742,0,1
2/14/2014 19:57,46.972,0.15281187,0,1
2/14/2014 20:02,52.816,0.113734663,0,1
2/14/2014 20:07,49.062,0.127683833,0,1
2/14/2014 20:12,46.22,0.100148618,0,1
2/14/2014 20:17,50.258,0.072817147,0,1
2/14/2014 20:22,47.16,0.105935916,0,1
2/14/2014 20:27,45.258,0.084071308,0,1
2/14/2014 20:32,49.108,0.047757402,0,1
2/14/2014 20:37,40.774,0.171061844,0,1
2/14/2014 20:42,52.5,0.104723424,0,1
2/14/2014 20:47,45.316,0.163238958,0,1
2/14/2014 20:52,41.878,0.100020841,0,1
2/14/2014 20:57,51.456,0.074774384,0,1
2/14/2014 21:02,46.902,0.127181575,0,1
2/14/2014 21:07,46.41,0.065369442,0,1
2/14/2014 21:12,47.3,0.046543673,0,1
2/14/2014 21:17,40.4,0.148810625,0,1
2/14/2014 21:22,52.058,0.104646794,0,1
2/14/2014 21:27,47.84,0.124101624,0,1
2/14/2014 21:32,42.774,0.126271337,0,1
2/14/2014 21:37,50.494,0.048990346,0,1
2/14/2014 21:42,45.364,0.132608324,0,1
2/14/2014 21:47,43.192,0.083798483,0,1
2/14/2014 21:52,48.356,0.016019598,0,1
2/14/2014 21:57,47.958,0.067199633,0,1
2/14/2014 22:02,44.026,0.111896038,0,1
2/14/2014 22:07,49.46,0.039130986,0,1
2/14/2014 22:12,47.11,0.094640046,0,1
2/14/2014 22:17,44.218,0.096724108,0,1
2/14/2014 22:22,47.154,0.015600473,0,1
2/14/2014 22:27,41.726,0.1295145,0,1
2/14/2014 22:32,53.662,0.105393626,0,1
2/14/2014 22:37,46.808,0.161385342,0,1
2/14/2014 22:42,44.834,0.084263816,0,1
2/14/2014 22:47,49.554,0.048968747,0,1
2/14/2014 22:52,45.822,0.112639546,0,1
2/14/2014 22:57,46.768,0.04458952,0,1
2/14/2014 23:02,50.71,0.08447735,0,1
2/14/2014 23:07,43.662,0.157783881,0,1
2/14/2014 23:12,53.544,0.087741092,0,1
2/14/2014 23:17,46.478,0.163874149,0,1
2/14/2014 23:22,43.052,0.102289543,0,1
2/14/2014 23:27,49.038,0.026103616,0,1
2/14/2014 23:32,46.238,0.099557564,0,1
2/14/2014 23:37,44.906,0.074800685,0,1
2/14/2014 23:42,48.51,0.036306068,0,1
2/14/2014 23:47,40.834,0.161332339,0,1
2/14/2014 23:52,52.364,0.102077551,0,1
2/14/2014 23:57,47.206,0.136845782,0,1
2/15/2014 0:02,43.31,0.109866053,0,1
2/15/2014 0:07,53.028,0.077347979,0,1
2/15/2014 0:12,46.644,0.154018149,0,1
2/15/2014 0:17,46.124,0.065190181,0,1
2/15/2014 0:22,47.802,0.040190801,0,1
2/15/2014 0:27,41.356,0.143993154,0,1
2/15/2014 0:32,52.184,0.091946997,0,1
2/15/2014 0:37,45.774,0.152607948,0,1
2/15/2014 0:42,42.792,0.095096707,0,1
2/15/2014 0:47,49.036,0.029971957,0,1
2/15/2014 0:52,45.634,0.10730958,0,1
2/15/2014 0:57,46.292,0.047903553,0,1
2/15/2014 1:02,46.738,0.052012965,0,1
2/15/2014 1:07,43.076,0.105874173,0,1
2/15/2014 1:12,51.71,0.060099639,0,1
2/15/2014 1:17,44.564,0.161116108,0,1
2/15/2014 1:22,42.888,0.075732067,0,1
2/15/2014 1:27,48.874,0.026450425,0,1
2/15/2014 1:32,45.658,0.104575694,0,1
2/15/2014 1:37,44.052,0.077118307,0,1
2/15/2014 1:42,47.684,0.016559258,0,1
2/15/2014 1:47,40.316,0.155646741,0,1
2/15/2014 1:52,52.438,0.110786848,0,1
2/15/2014 1:57,46.948,0.141276866,0,1
2/15/2014 2:02,43.13,0.108322993,0,1
2/15/2014 2:07,51.83,0.060833439,0,1
2/15/2014 2:12,46.272,0.140894055,0,1
2/15/2014 2:17,46.15,0.059285507,0,1
2/15/2014 2:22,48.098,0.044278026,0,1
2/15/2014 2:27,40.868,0.154723331,0,1
2/15/2014 2:32,52.63,0.104985602,0,1
2/15/2014 2:37,45.328,0.165028811,0,1
2/15/2014 2:42,43.86,0.074649662,0,1
2/15/2014 2:47,49.19,0.033884883,0,1
2/15/2014 2:52,40.032,0.181868345,0,1
2/15/2014 2:57,52.91,0.121103778,0,1
2/15/2014 3:02,46.916,0.148748159,0,1
2/15/2014 3:07,43.408,0.104259759,0,1
2/15/2014 3:12,50.222,0.042327896,0,1
2/15/2014 3:17,45.886,0.121811002,0,1
2/15/2014 3:22,43.94,0.081976607,0,1
2/15/2014 3:27,48.166,0.021565601,0,1
2/15/2014 3:32,40.822,0.156335384,0,1
2/15/2014 3:37,54.248,0.126455903,0,1
2/15/2014 3:42,46.878,0.169245154,0,1
2/15/2014 3:47,41.85,0.12378107,0,1
2/15/2014 3:52,51.548,0.076376058,0,1
2/15/2014 3:57,47.73,0.117890894,0,1
2/15/2014 4:02,45.212,0.093197763,0,1
2/15/2014 4:07,50.658,0.067203596,0,1
2/15/2014 4:12,39.87,0.205941603,0,1
2/15/2014 4:17,50.728,0.095496856,0,1
2/15/2014 4:22,46.15,0.125980139,0,1
2/15/2014 4:27,43.126,0.096422821,0,1
2/15/2014 4:32,49.672,0.033149406,0,1
2/15/2014 4:37,46.644,0.1038149,0,1
2/15/2014 4:42,44.994,0.079746559,0,1
2/15/2014 4:47,47.432,0.023643196,0,1
2/15/2014 4:52,40.212,0.153214365,0,1
2/15/2014 4:57,53.888,0.130968124,0,1
2/15/2014 5:02,43.248,0.210674137,0,1
2/15/2014 5:07,44.366,0.03696911,0,1
2/15/2014 5:12,49.126,0.038465917,0,1
2/15/2014 5:17,45.48,0.110640973,0,1
2/15/2014 5:22,44.754,0.065407038,0,1
2/15/2014 5:27,46.69,0.029600799,0,1
2/15/2014 5:32,41.76,0.122125953,0,1
2/15/2014 5:37,52.368,0.088260956,0,1
2/15/2014 5:42,44.882,0.16685994,0,1
2/15/2014 5:47,42.23,0.08897946,0,1
2/15/2014 5:52,49.624,0.045951396,0,1
2/15/2014 5:57,47.63,0.090396792,0,1
2/15/2014 6:02,44.786,0.097189978,0,1
2/15/2014 6:07,49.354,0.045883536,0,1
2/15/2014 6:12,40.702,0.175674856,0,1
2/15/2014 6:17,51.666,0.095086537,0,1
2/15/2014 6:22,45,0.154836372,0,1
2/15/2014 6:27,43.616,0.072880849,0,1
2/15/2014 6:32,50.822,0.052265316,0,1
2/15/2014 6:37,44.414,0.149762988,0,1
2/15/2014 6:42,44.232,0.056164622,0,1
2/15/2014 6:47,48.236,0.025584579,0,1
2/15/2014 6:52,41.08,0.154054254,0,1
2/15/2014 6:57,53.92,0.118380308,0,1
2/15/2014 7:02,46.22,0.172822356,0,1
2/15/2014 7:07,43.522,0.092366502,0,1
2/15/2014 7:12,49.74,0.037347808,0,1
2/15/2014 7:17,43.592,0.144168496,0,1
2/15/2014 7:22,41.808,0.075090483,0,1
2/15/2014 7:27,49.366,0.048954807,0,1
2/15/2014 7:32,45.492,0.114078328,0,1
2/15/2014 7:37,44.296,0.071487784,0,1
2/15/2014 7:42,49.706,0.045178875,0,1
2/15/2014 7:47,40.868,0.178802788,0,1
2/15/2014 7:52,51.808,0.094424702,0,1
2/15/2014 7:57,48.562,0.11106348,0,1
2/15/2014 8:02,41.902,0.148330122,0,1
2/15/2014 8:07,53.708,0.103349276,0,1
2/15/2014 8:12,46.55,0.165398493,0,1
2/15/2014 8:17,41.338,0.125472486,0,1
2/15/2014 8:22,48.366,0.043135144,0,1
2/15/2014 8:27,41.878,0.145704791,0,1
2/15/2014 8:32,52.342,0.086159855,0,1
2/15/2014 8:37,46.502,0.145588383,0,1
2/15/2014 8:42,42.276,0.112654924,0,1
2/15/2014 8:47,50.104,0.051434301,0,1
2/15/2014 8:52,45.728,0.122081324,0,1
2/15/2014 8:57,45.494,0.059588522,0,1
2/15/2014 9:02,48.666,0.044589013,0,1
2/15/2014 9:07,48.17,0.07202439,0,1
2/15/2014 9:12,44.672,0.106743559,0,1
2/15/2014 9:17,45.54,0.04318054,0,1
2/15/2014 9:22,40.892,0.116094925,0,1
2/15/2014 9:27,50.024,0.071136773,0,1
2/15/2014 9:32,45.376,0.125420526,0,1
2/15/2014 9:37,42.746,0.089727677,0,1
2/15/2014 9:42,48.076,0.018311776,0,1
2/15/2014 9:47,46.69,0.079337299,0,1
2/15/2014 9:52,44.132,0.091543123,0,1
2/15/2014 9:57,49.898,0.045896634,0,1
2/15/2014 10:02,40.798,0.182581097,0,1
2/15/2014 10:07,53.216,0.113561414,0,1
2/15/2014 10:12,45.298,0.174180672,0,1
2/15/2014 10:17,41.76,0.101272911,0,1
2/15/2014 10:22,48.662,0.040620096,0,1
2/15/2014 10:27,45.536,0.102974534,0,1
2/15/2014 10:32,45.044,0.06250973,0,1
2/15/2014 10:37,48.068,0.03209129,0,1
2/15/2014 10:42,41.77,0.142635524,0,1
2/15/2014 10:47,51.738,0.080015853,0,1
2/15/2014 10:52,47.558,0.122948319,0,1
2/15/2014 10:57,43.122,0.117561117,0,1
2/15/2014 11:02,50.234,0.040436119,0,1
2/15/2014 11:07,47.474,0.10153237,0,1
